[0, 0, 0] 679 386 697 386
[102, 102, 102] 697 386 706 386
[0, 0, 0] 706 386 1086 386
[0, 0, 0] -585 387 -186 387
[102, 102, 102] -186 387 -174 387
[170, 170, 170] -174 387 -165 387
[255, 255, 255] -165 387 666 387
[170, 170, 170] 666 387 676 387
[102, 102, 102] 676 387 686 387
[0, 0, 0] 686 387 1086 387
[0, 0, 0] -585 388 -197 388
[102, 102, 102] -197 388 -187 388
[170, 170, 170] -187 388 -174 388
[255, 255, 255] -174 388 675 388
[170, 170, 170] 675 388 688 388
[102, 102, 102] 688 388 698 388
[0, 0, 0] 698 388 1086 388
[0, 0, 0] -585 389 -207 389
[102, 102, 102] -207 389 -194 389
[170, 170, 170] -194 389 -186 389
[255, 255, 255] -186 389 686 389
[170, 170, 170] 686 389 695 389
[102, 102, 102] 695 389 707 389
[0, 0, 0] 707 389 1086 389
[0, 0, 0] -585 390 -217 390
[102, 102, 102] -217 390 -206 390
[170, 170, 170] -206 390 -194 390
[255, 255, 255] -194 390 694 390
[170, 170, 170] 694 390 707 390
[102, 102, 102] 707 390 718 390
[0, 0, 0] 718 390 1086 390
[0, 0, 0] -585 391 -224 391
[102, 102, 102] -224 391 -213 391
[170, 170, 170] -213 391 -204 391
[255, 255, 255] -204 391 705 391
[170, 170, 170] 705 391 714 391
[102, 102, 102] 714 391 725 391
[0, 0, 0] 725 391 1086 391
[0, 0, 0] -585 392 -234 392
[102, 102, 102] -234 392 -223 392
[170, 170, 170] -223 392 -213 392
[255, 255, 255] -213 392 713 392
[170, 170, 170] 713 392 724 392
[102, 102, 102] 724 392 735 392
[0, 0, 0] 735 392 1086 392
[0, 0, 0] -585 393 -239 393
[102, 102, 102] -239 393 -231 393
[170, 170, 170] -231 393 -221 393
[255, 255, 255] -221 393 721 393
[170, 170, 170] 721 393 732 393
[102, 102, 102] 732 393 740 393
[0, 0, 0] 740 393 1086 393
[0, 0, 0] -585 394 -250 394
[102, 102, 102] -250 394 -240 394
[170, 170, 170] -240 394 -229 394
[255, 255, 255] -229 394 729 394
[170, 170, 170] 729 394 742 394
[102, 102, 102] 742 394 750 394
[0, 0, 0] 750 394 1086 394
[0, 0, 0] -585 395 -258 395
[102, 102, 102] -258 395 -247 395
[170, 170, 170] -247 395 -240 395
[255, 255, 255] -240 395 741 395
[170, 170, 170] 741 395 748 395
[102, 102, 102] 748 395 758 395
[0, 0, 0] 758 395 1086 395
[0, 0, 0] -585 396 -265 396
[102, 102, 102] -265 396 -256 396
[170, 170, 170] -256 396 -245 396
[255, 255, 255] -245 396 746 396
[170, 170, 170] 746 396 757 396
[102, 102, 102] 757 396 765 396
[0, 0, 0] 765 396 1086 396
[0, 0, 0] -585 397 -273 397
[102, 102, 102] -273 397 -262 397
[170, 170, 170] -262 397 -255 397
[255, 255, 255] -255 397 756 397
[170, 170, 170] 756 397 763 397
[102, 102, 102] 763 397 774 397
[0, 0, 0] 774 397 1086 397
[0, 0, 0] -585 398 -281 398
[102, 102, 102] -281 398 -271 398
[170, 170, 170] -271 398 -262 398
[255, 255, 255] -262 398 762 398
[170, 170, 170] 762 398 772 398
[102, 102, 102] 772 398 782 398
[0, 0, 0] 782 398 1086 398
[0, 0, 0] -585 399 -288 399
[102, 102, 102] -288 399 -277 399
[170, 170, 170] -277 399 -270 399
[255, 255, 255] -270 399 770 399
[170, 170, 170] 770 399 778 399
[102, 102, 102] 778 399 788 399
[0, 0, 0] 788 399 1086 399
[0, 0, 0] -585 400 -296 400
[102, 102, 102] -296 400 -285 400
[170, 170, 170] -285 400 -276 400
[255, 255, 255] -276 400 777 400
[170, 170, 170] 777 400 786 400
[102, 102, 102] 786 400 796 400
[0, 0, 0] 796 400 1086 400
[0, 0, 0] -585 401 -301 401
[102, 102, 102] -301 401 -291 401
[170, 170, 170] -291 401 -283 401
[255, 255, 255] -283 401 784 401
[170, 170, 170] 784 401 792 401
[102, 102, 102] 792 401 802 401
[0, 0, 0] 802 401 1086 401
[0, 0, 0] -585 402 -309 402
[102, 102, 102] -309 402 -299 402
[170, 170, 170] -299 402 -291 402
[255, 255, 255] -291 402 791 402
[170, 170, 170] 791 402 800 402
[102, 102, 102] 800 402 810 402
[0, 0, 0] 810 402 1086 402
[0, 0, 0] -585 403 -314 403
[102, 102, 102] -314 403 -305 403
[170, 170, 170] -305 403 -296 403
[255, 255, 255] -296 403 797 403
[170, 170, 170] 797 403 806 403
[102, 102, 102] 806 403 815 403
[0, 0, 0] 815 403 1086 403
[0, 0, 0] -585 404 -322 404
[102, 102, 102] -322 404 -312 404
[170, 170, 170] -312 404 -304 404
[255, 255, 255] -304 404 805 404
[170, 170, 170] 805 404 813 404
[102, 102, 102] 813 404 823 404
[0, 0, 0] 823 404 1086 404
[0, 0, 0] -585 405 -327 405
[102, 102, 102] -327 405 -318 405
[170, 170, 170] -318 405 -309 405
[255, 255, 255] -309 405 810 405
[170, 170, 170] 810 405 819 405
[102, 102, 102] 819 405 828 405
[0, 0, 0] 828 405 1086 405
[0, 0, 0] -585 406 -334 406
[102, 102, 102] -334 406 -324 406
[170, 170, 170] -324 406 -317 406
[255, 255, 255] -317 406 817 406
[170, 170, 170] 817 406 825 406
[102, 102, 102] 825 406 835 406
[0, 0, 0] 835 406 1086 406
[0, 0, 0] -585 407 -339 407
[102, 102, 102] -339 407 -330 407
[170, 170, 170] -330 407 -322 407
[255, 255, 255] -322 407 823 407
[170, 170, 170] 823 407 831 407
[102, 102, 102] 831 407 840 407
[0, 0, 0] 840 407 1086 407
[0, 0, 0] -585 408 -341 408
[102, 102, 102] -341 408 -335 408
[170, 170, 170] -335 408 -328 408
[255, 255, 255] -328 408 829 408
[170, 170, 170] 829 408 837 408
[102, 102, 102] 837 408 845 408
[0, 0, 0] 845 408 1086 408
[0, 0, 0] -585 409 -342 409
[102, 102, 102] -342 409 -336 409
[170, 170, 170] -336 409 -332 409
[255, 255, 255] -332 409 835 409
[170, 170, 170] 835 409 842 409
[102, 102, 102] 842 409 852 409
[0, 0, 0] 852 409 1086 409
[0, 0, 0] -585 410 -341 410
[102, 102, 102] -341 410 -334 410
[170, 170, 170] -334 410 -324 410
[255, 255, 255] -324 410 -307 410
[170, 170, 170] -307 410 -290 410
[255, 255, 255] -290 410 840 410
[170, 170, 170] 840 410 849 410
[102, 102, 102] 849 410 856 410
[0, 0, 0] 856 410 1086 410
[0, 0, 0] -585 411 -339 411
[102, 102, 102] -339 411 -331 411
[170, 170, 170] -331 411 -281 411
[255, 255, 255] -281 411 847 411
[170, 170, 170] 847 411 853 411
[102, 102, 102] 853 411 862 411
[0, 0, 0] 862 411 1086 411
[0, 0, 0] -585 412 -422 412
[102, 102, 102] -422 412 -406 412
[0, 0, 0] -406 412 -333 412
[102, 102, 102] -333 412 -261 412
[170, 170, 170] -261 412 -244 412
[255, 255, 255] -244 412 851 412
[170, 170, 170] 851 412 860 412
[102, 102, 102] 860 412 867 412
[0, 0, 0] 867 412 1086 412
[0, 0, 0] -585 413 -431 413
[102, 102, 102] -431 413 -397 413
[0, 0, 0] -397 413 -282 413
[102, 102, 102] -282 413 -270 413
[1, 116, 32] -270 413 -268 413
[0, 0, 0] -268 413 -264 413
[102, 102, 102] -264 413 -248 413
[170, 170, 170] -248 413 -234 413
[255, 255, 255] -234 413 859 413
[170, 170, 170] 859 413 864 413
[102, 102, 102] 864 413 870 413
[0, 0, 0] 870 413 1086 413
[0, 0, 0] -585 414 -441 414
[102, 102, 102] -441 414 -429 414
[170, 170, 170] -429 414 -393 414
[102, 102, 102] -393 414 -352 414
[0, 0, 0] -352 414 -251 414
[102, 102, 102] -251 414 -235 414
[170, 170, 170] -235 414 -226 414
[255, 255, 255] -226 414 861 414
[170, 170, 170] 861 414 871 414
[102, 102, 102] 871 414 879 414
[0, 0, 0] 879 414 1086 414
[0, 0, 0] -585 415 -445 415
[102, 102, 102] -445 415 -436 415
[170, 170, 170] -436 415 -427 415
[255, 255, 255] -427 415 -396 415
[254, 175, 168] -396 415 -393 415
[170, 170, 170] -393 415 -374 415
[102, 102, 102] -374 415 -337 415
[0, 0, 0] -337 415 -237 415
[102, 102, 102] -237 415 -228 415
[170, 170, 170] -228 415 -215 415
[255, 255, 255] -215 415 868 415
[170, 170, 170] 868 415 875 415
[102, 102, 102] 875 415 881 415
[0, 0, 0] 881 415 1086 415
[0, 0, 0] -585 416 -454 416
[102, 102, 102] -454 416 -443 416
[170, 170, 170] -443 416 -434 416
[255, 255, 255] -434 416 -376 416
[170, 170, 170] -376 416 -326 416
[102, 102, 102] -326 416 -295 416
[1, 116, 32] -295 416 -293 416
[0, 0, 0] -293 416 -231 416
[102, 102, 102] -231 416 -213 416
[170, 170, 170] -213 416 -204 416
[255, 255, 255] -204 416 872 416
[170, 170, 170] 872 416 879 416
[102, 102, 102] 879 416 889 416
[0, 0, 0] 889 416 1086 416
[0, 0, 0] -585 417 -459 417
[102, 102, 102] -459 417 -450 417
[170, 170, 170] -450 417 -441 417
[255, 255, 255] -441 417 -326 417
[254, 175, 168] -326 417 -324 417
[170, 170, 170] -324 417 -306 417
[102, 102, 102] -306 417 -281 417
[0, 0, 0] -281 417 -217 417
[102, 102, 102] -217 417 -207 417
[170, 170, 170] -207 417 -200 417
[255, 255, 255] -200 417 876 417
[170, 170, 170] 876 417 885 417
[102, 102, 102] 885 417 893 417
[0, 0, 0] 893 417 1086 417
[0, 0, 0] -585 418 -471 418
[102, 102, 102] -471 418 -460 418
[170, 170, 170] -460 418 -449 418
[255, 255, 255] -449 418 -309 418
[170, 170, 170] -309 418 -277 418
[102, 102, 102] -277 418 -256 418
[0, 0, 0] -256 418 -210 418
[102, 102, 102] -210 418 -199 418
[170, 170, 170] -199 418 -191 418
[255, 255, 255] -191 418 -102 418
[170, 170, 170] -102 418 -81 418
[255, 255, 255] -81 418 884 418
[170, 170, 170] 884 418 890 418
[102, 102, 102] 890 418 896 418
[0, 0, 0] 896 418 1086 418
[0, 0, 0] -585 419 -478 419
[102, 102, 102] -478 419 -467 419
[170, 170, 170] -467 419 -459 419
[255, 255, 255] -459 419 -277 419
[170, 170, 170] -277 419 -261 419
[102, 102, 102] -261 419 -245 419
[0, 0, 0] -245 419 -202 419
[102, 102, 102] -202 419 -193 419
[170, 170, 170] -193 419 -187 419
[255, 255, 255] -187 419 -105 419
[170, 170, 170] -105 419 -98 419
[102, 102, 102] -98 419 -91 419
[170, 170, 170] -91 419 -78 419
[255, 255, 255] -78 419 887 419
[170, 170, 170] 887 419 893 419
[102, 102, 102] 893 419 902 419
[0, 0, 0] 902 419 1086 419
[0, 0, 0] -585 420 -486 420
[102, 102, 102] -486 420 -477 420
[170, 170, 170] -477 420 -465 420
[255, 255, 255] -465 420 -264 420
[170, 170, 170] -264 420 -244 420
[102, 102, 102] -244 420 -231 420
[0, 0, 0] -231 420 -197 420
[102, 102, 102] -197 420 -186 420
[170, 170, 170] -186 420 -177 420
[255, 255, 255] -177 420 -108 420
[170, 170, 170] -108 420 -101 420
[102, 102, 102] -101 420 -89 420
[170, 170, 170] -89 420 -81 420
[255, 255, 255] -81 420 890 420
[170, 170, 170] 890 420 900 420
[102, 102, 102] 900 420 906 420
[0, 0, 0] 906 420 1086 420
[0, 0, 0] -585 421 -493 421
[102, 102, 102] -493 421 -482 421
[170, 170, 170] -482 421 -476 421
[255, 255, 255] -476 421 -246 421
[170, 170, 170] -246 421 -234 421
[102, 102, 102] -234 421 -225 421
[0, 0, 0] -225 421 -188 421
[102, 102, 102] -188 421 -180 421
[170, 170, 170] -180 421 -173 421
[255, 255, 255] -173 421 -114 421
[170, 170, 170] -114 421 -104 421
[102, 102, 102] -104 421 -96 421
[102, 102, 102] -96 421 -89 421
[170, 170, 170] -89 421 -83 421
[255, 255, 255] -83 421 898 421
[170, 170, 170] 898 421 903 421
[102, 102, 102] 903 421 909 421
[0, 0, 0] 909 421 1086 421
[0, 0, 0] -585 422 -499 422
[102, 102, 102] -499 422 -490 422
[170, 170, 170] -490 422 -479 422
[255, 255, 255] -479 422 -237 422
[170, 170, 170] -237 422 -225 422
[102, 102, 102] -225 422 -216 422
[0, 0, 0] -216 422 -183 422
[102, 102, 102] -183 422 -172 422
[170, 170, 170] -172 422 -164 422
[255, 255, 255] -164 422 -117 422
[170, 170, 170] -117 422 -107 422
[102, 102, 102] -107 422 -90 422
[170, 170, 170] -90 422 -85 422
[255, 255, 255] -85 422 900 422
[170, 170, 170] 900 422 907 422
[102, 102, 102] 907 422 916 422
[0, 0, 0] 916 422 1086 422
[0, 0, 0] -585 423 -507 423
[102, 102, 102] -507 423 -496 423
[170, 170, 170] -496 423 -488 423
[255, 255, 255] -488 423 -226 423
[170, 170, 170] -226 423 -220 423
[102, 102, 102] -220 423 -211 423
[0, 0, 0] -211 423 -174 423
[102, 102, 102] -174 423 -167 423
[170, 170, 170] -167 423 -159 423
[255, 255, 255] -159 423 -119 423
[170, 170, 170] -119 423 -112 423
[102, 102, 102] -112 423 -91 423
[170, 170, 170] -91 423 -86 423
[255, 255, 255] -86 423 903 423
[170, 170, 170] 903 423 913 423
[102, 102, 102] 913 423 919 423
[0, 0, 0] 919 423 1086 423
[0, 0, 0] -585 424 -511 424
[102, 102, 102] -511 424 -504 424
[170, 170, 170] -504 424 -493 424
[255, 255, 255] -493 424 -223 424
[170, 170, 170] -223 424 -212 424
[102, 102, 102] -212 424 -203 424
[0, 0, 0] -203 424 -170 424
[102, 102, 102] -170 424 -157 424
[170, 170, 170] -157 424 -141 424
[255, 255, 255] -141 424 -130 424
[170, 170, 170] -130 424 -118 424
[102, 102, 102] -118 424 -97 424
[170, 170, 170] -97 424 -88 424
[255, 255, 255] -88 424 910 424
[170, 170, 170] 910 424 916 424
[102, 102, 102] 916 424 922 424
[0, 0, 0] 922 424 948 424
[1, 116, 32] 948 424 950 424
[0, 0, 0] 950 424 1086 424
[0, 0, 0] -585 425 -516 425
[102, 102, 102] -516 425 -508 425
[170, 170, 170] -508 425 -502 425
[255, 255, 255] -502 425 -213 425
[170, 170, 170] -213 425 -206 425
[102, 102, 102] -206 425 -198 425
[0, 0, 0] -198 425 -160 425
[102, 102, 102] -160 425 -145 425
[170, 170, 170] -145 425 -126 425
[102, 102, 102] -126 425 -111 425
[0, 0, 0] -111 425 -108 425
[102, 102, 102] -108 425 -101 425
[170, 170, 170] -101 425 -94 425
[255, 255, 255] -94 425 913 425
[170, 170, 170] 913 425 919 425
[102, 102, 102] 919 425 928 425
[0, 0, 0] 928 425 945 425
[102, 102, 102] 945 425 953 425
[0, 0, 0] 953 425 1086 425
[0, 0, 0] -585 426 -523 426
[102, 102, 102] -523 426 -513 426
[170, 170, 170] -513 426 -505 426
[255, 255, 255] -505 426 -209 426
[170, 170, 170] -209 426 -198 426
[102, 102, 102] -198 426 -189 426
[0, 0, 0] -189 426 -148 426
[102, 102, 102] -148 426 -106 426
[170, 170, 170] -106 426 -98 426
[255, 255, 255] -98 426 -64 426
[170, 170, 170] -64 426 -47 426
[255, 255, 255] -47 426 93 426
[170, 170, 170] 93 426 119 426
[255, 255, 255] 119 426 916 426
[170, 170, 170] 916 426 925 426
[102, 102, 102] 925 426 932 426
[0, 0, 0] 932 426 1086 426
[0, 0, 0] -585 427 -527 427
[102, 102, 102] -527 427 -519 427
[170, 170, 170] -519 427 -510 427
[255, 255, 255] -510 427 -199 427
[170, 170, 170] -199 427 -193 427
[102, 102, 102] -193 427 -184 427
[0, 0, 0] -184 427 -131 427
[102, 102, 102] -131 427 -116 427
[170, 170, 170] -116 427 -103 427
[255, 255, 255] -103 427 -67 427
[170, 170, 170] -67 427 -61 427
[102, 102, 102] -61 427 -52 427
[170, 170, 170] -52 427 -44 427
[255, 255, 255] -44 427 90 427
[170, 170, 170] 90 427 96 427
[102, 102, 102] 96 427 114 427
[170, 170, 170] 114 427 122 427
[255, 255, 255] 122 427 923 427
[170, 170, 170] 923 427 928 427
[102, 102, 102] 928 427 934 427
[0, 0, 0] 934 427 1086 427
[0, 0, 0] -585 428 -535 428
[102, 102, 102] -535 428 -526 428
[170, 170, 170] -526 428 -516 428
[255, 255, 255] -516 428 -196 428
[170, 170, 170] -196 428 -186 428
[102, 102, 102] -186 428 -178 428
[0, 0, 0] -178 428 -142 428
[102, 102, 102] -142 428 -129 428
[170, 170, 170] -129 428 -113 428
[255, 255, 255] -113 428 -77 428
[170, 170, 170] -77 428 -66 428
[102, 102, 102] -66 428 -57 428
[1, 116, 32] -57 428 -55 428
[102, 102, 102] -55 428 -49 428
[170, 170, 170] -49 428 -44 428
[255, 255, 255] -44 428 88 428
[170, 170, 170] 88 428 94 428
[102, 102, 102] 94 428 99 428
[0, 0, 0] 99 428 103 428
[102, 102, 102] 103 428 116 428
[170, 170, 170] 116 428 123 428
[255, 255, 255] 123 428 925 428
[170, 170, 170] 925 428 931 428
[102, 102, 102] 931 428 940 428
[0, 0, 0] 940 428 1086 428
[0, 0, 0] -585 429 -536 429
[102, 102, 102] -536 429 -531 429
[170, 170, 170] -531 429 -524 429
[255, 255, 255] -524 429 -187 429
[170, 170, 170] -187 429 -182 429
[102, 102, 102] -182 429 -176 429
[0, 0, 0] -176 429 -145 429
[102, 102, 102] -145 429 -137 429
[170, 170, 170] -137 429 -128 429
[255, 255, 255] -128 429 -81 429
[170, 170, 170] -81 429 -73 429
[102, 102, 102] -73 429 -62 429
[0, 0, 0] -62 429 -54 429
[102, 102, 102] -54 429 -49 429
[170, 170, 170] -49 429 -44 429
[255, 255, 255] -44 429 86 429
[170, 170, 170] 86 429 92 429
[102, 102, 102] 92 429 97 429
[0, 0, 0] 97 429 107 429
[102, 102, 102] 107 429 116 429
[170, 170, 170] 116 429 123 429
[255, 255, 255] 123 429 927 429
[170, 170, 170] 927 429 935 429
[102, 102, 102] 935 429 944 429
[0, 0, 0] 944 429 1086 429
[0, 0, 0] -585 430 -538 430
[102, 102, 102] -538 430 -532 430
[170, 170, 170] -532 430 -527 430
[255, 255, 255] -527 430 -186 430
[170, 170, 170] -186 430 -181 430
[102, 102, 102] -181 430 -175 430
[0, 0, 0] -175 430 -146 430
[102, 102, 102] -146 430 -140 430
[170, 170, 170] -140 430 -134 430
[255, 255, 255] -134 430 -94 430
[170, 170, 170] -94 430 -78 430
[102, 102, 102] -78 430 -70 430
[0, 0, 0] -70 430 -56 430
[102, 102, 102] -56 430 -50 430
[170, 170, 170] -50 430 -45 430
[255, 255, 255] -45 430 81 430
[170, 170, 170] 81 430 90 430
[102, 102, 102] 90 430 97 430
[0, 0, 0] 97 430 105 430
[102, 102, 102] 105 430 112 430
[170, 170, 170] 112 430 121 430
[255, 255, 255] 121 430 932 430
[170, 170, 170] 932 430 940 430
[102, 102, 102] 940 430 946 430
[0, 0, 0] 946 430 1086 430
[0, 0, 0] -585 431 -540 431
[102, 102, 102] -540 431 -533 431
[170, 170, 170] -533 431 -528 431
[255, 255, 255] -528 431 -185 431
[170, 170, 170] -185 431 -179 431
[102, 102, 102] -179 431 -174 431
[0, 0, 0] -174 431 -146 431
[102, 102, 102] -146 431 -141 431
[170, 170, 170] -141 431 -136 431
[255, 255, 255] -136 431 -100 431
[170, 170, 170] -100 431 -84 431
[102, 102, 102] -84 431 -74 431
[0, 0, 0] -74 431 -62 431
[102, 102, 102] -62 431 -52 431
[170, 170, 170] -52 431 -46 431
[255, 255, 255] -46 431 79 431
[170, 170, 170] 79 431 88 431
[102, 102, 102] 88 431 96 431
[0, 0, 0] 96 431 104 431
[102, 102, 102] 104 431 110 431
[170, 170, 170] 110 431 118 431
[255, 255, 255] 118 431 938 431
[170, 170, 170] 938 431 943 431
[102, 102, 102] 943 431 948 431
[0, 0, 0] 948 431 1086 431
[0, 0, 0] -585 432 -544 432
[102, 102, 102] -544 432 -535 432
[170, 170, 170] -535 432 -529 432
[255, 255, 255] -529 432 -183 432
